4,1.75,1730,11890,2,7,980,750,425000
3,2.5,2370,15375,3,9,2370,0,420000
2,1,1210,18700,4,7,1210,0,198900
4,1.75,2180,13529,3,7,1090,1090,405000
4,2.5,2190,7294,3,8,2190,0,349000
3,1.5,1980,10203,4,7,1680,300,570000
3,2.25,1520,7199,4,7,1520,0,275250
4,1,1780,5000,3,8,1780,0,654500
3,2.5,1530,2890,3,7,1530,0,250000
3,1,1370,4000,4,8,1370,0,593500
2,1,780,5300,3,6,780,0,130000
4,2.5,2380,13435,3,10,2380,0,648000
4,2.75,2600,5390,4,8,1300,1300,855000
4,2,2100,12620,4,7,2100,0,500000
4,1,1150,5217,3,7,1150,0,489000
4,2.5,2520,7253,3,9,2520,0,442000
2,1,1320,4520,3,6,1320,0,451555
3,1,1250,17380,4,7,1250,0,345000
2,2.25,1470,1101,3,8,1340,130,510000
3,2,1360,9688,4,7,1360,0,244000
3,1.5,2440,5750,3,8,1320,1120,875000
3,1.5,1680,8712,3,8,1680,0,356000
5,2.75,3080,5752,3,9,3080,0,579950
3,2.5,1580,12250,3,8,1580,0,267000
3,2.5,1620,2640,4,7,1620,0,498000
3,1,1360,5840,4,5,1360,0,253200
5,3.5,3520,5400,3,9,2400,1120,1.50E+06
2,1,840,863,3,8,840,0,291000
6,1.75,2120,3801,4,7,1220,900,493000
3,2.5,1830,8133,3,8,1390,440,510000
4,2.5,2280,4534,3,8,2280,0,570000
2,1.5,1210,5000,5,6,1210,0,615000
3,2.5,3380,9528,3,10,3380,0,751000
4,2.5,2470,77550,4,7,2470,0,635000
4,2.25,2390,57599,3,8,2390,0,589000
2,1,1160,8504,4,7,1160,0,345000
2,2.25,1890,5400,5,8,1610,280,750000
4,2.5,2250,11349,3,8,2250,0,572650
3,2.5,2400,7478,3,9,2400,0,489950
3,1.75,1300,9856,4,7,1300,0,242000
3,2.5,2120,4780,3,7,2120,0,575000
3,1.75,1240,4550,4,7,1240,0,505000
2,1,1270,3700,3,7,1270,0,404500
3,2,2010,7017,3,7,2010,0,775000
5,2.5,2830,25958,5,8,1610,1220,700000
3,1,1040,8645,4,7,1040,0,198400
2,1.75,1350,4286,3,8,1350,0,455000
4,2.5,2490,4751,3,7,2490,0,360000
3,1.5,2710,47419,3,7,2170,540,442500
3,1.5,1590,6750,3,7,1080,510,357000
2,2,1550,435600,2,7,1550,0,330000
4,2.25,2190,15491,3,8,2190,0,524000
3,1.5,1720,8100,3,8,1720,0,667000
3,2.25,2480,15022,3,9,1330,1150,1.05E+06
4,2.5,3880,14550,3,10,3880,0,762300
2,1.5,1280,8710,3,7,1280,0,252500
3,2.75,2670,3738,3,10,1720,950,798800
3,2,1540,7210,4,7,1540,0,252000
2,1,790,4000,3,6,790,0,399000
3,1,860,11725,4,6,860,0,210000
3,2.5,3370,36218,4,9,3370,0,699950
3,1.5,1730,9509,3,8,1270,460,563000
4,2.75,2360,7716,3,7,1390,970,405000
6,2.5,2420,11662,4,7,1420,1000,376000
4,1.75,2430,14000,4,7,1580,850,602000
3,2.5,1650,6684,3,7,1650,0,268000
4,2.25,1880,6160,3,7,1880,0,272000
3,2.5,1790,2700,3,8,1790,0,509900
3,2.25,1580,39189,3,7,1180,400,425000
3,1.5,1910,21374,1,8,1910,0,1.50E+06
4,3,3110,4408,4,10,2510,600,1.42E+06
3,1.75,1340,7473,4,7,1340,0,223000
3,1,1350,10000,4,7,1350,0,450000
3,1.75,1420,6289,3,7,1100,320,329922
3,2.5,2020,3000,4,6,1010,1010,400000
3,1,1920,6862,3,7,1120,800,325000
3,2.5,2340,4273,3,7,2340,0,459950
4,2.25,1800,9350,3,8,1800,0,225000
4,2.5,2130,9013,3,8,2130,0,310000
3,1.5,1410,3600,3,7,1410,0,626700
3,2.5,1550,8134,3,7,1550,0,268000
4,3.25,4290,12103,3,11,2690,1600,1.40E+06
4,2.5,2020,7200,4,6,2020,0,319950
4,1.75,1900,10588,5,6,1900,0,265000
4,2.75,2700,35362,5,8,2700,0,669000
3,2,1940,3800,4,7,1050,890,627000
4,2.5,3030,7187,3,9,3030,0,815000
4,1.75,1870,16549,3,8,1870,0,419950
3,2,1730,12219,4,7,1730,0,625000
2,1,1200,12856,4,6,1200,0,546000
3,1,2320,6750,3,7,1160,1160,335000
5,3,2240,18265,4,8,2240,0,805000
3,1,1260,4080,4,7,1260,0,565000
3,1,1120,8549,3,7,1120,0,750000
3,1.5,2540,9520,3,8,1500,1040,690000
4,2.5,2460,7800,3,8,1500,960,261500
3,1,1790,3876,5,7,1090,700,615000
3,2.25,2140,6720,3,8,1440,700,524000
3,1.5,2020,11358,4,6,1190,830,465000
3,2.5,1710,2875,3,8,1710,0,590000
4,2.5,1800,8432,4,7,1200,600,375000
4,3.75,1980,4095,3,9,1980,0,912000
3,2.5,2600,10183,3,8,1300,1300,748000
4,2.5,2320,3974,3,7,2320,0,485500
3,2.5,1940,9000,4,7,970,970,576000
3,1.5,1060,9711,3,7,1060,0,291850
4,2.25,2160,8817,3,7,1460,700,335000
3,1,1150,4825,4,6,1150,0,240000
5,1.5,1750,12491,3,6,1390,360,465000
5,4,4360,8030,3,10,4360,0,1.29E+06
2,1,1060,1600,3,7,1060,0,353250
4,2.25,2160,8811,3,8,1360,800,260000
3,2.5,1630,1587,3,8,1630,0,557000
2,1.5,1010,1968,5,5,1010,0,440000
2,1,1010,6000,4,6,1010,0,302000
2,2.25,1060,1208,3,8,940,120,499950
4,3,2460,9606,3,8,2460,0,280000
3,1,1060,8097,4,7,940,120,420000
4,3.25,2690,7200,3,9,1720,970,635000
3,1.75,1850,5100,3,7,1020,830,580000
4,2,1610,4770,4,7,1230,380,495000
3,1.75,1510,6597,4,6,950,560,410000
2,1,1010,3916,4,6,810,200,400000
3,1.75,1830,9720,3,7,1150,680,550000
3,2,1890,14040,3,7,1890,0,395000
3,1,1250,10094,4,6,1250,0,255000
4,2.5,1910,7201,3,7,1210,700,340000
4,2.5,4600,67369,3,10,4600,0,800000
4,3.75,4740,126759,4,10,4740,0,1.05E+06
4,2.75,3140,7258,3,10,3140,0,920000
3,2.25,2540,7216,3,8,2540,0,265000
2,2.5,1450,1213,3,9,1110,340,659000
2,1,670,6000,5,6,670,0,415000
4,2,1930,3976,4,8,1930,0,650000
3,3,3760,188760,4,10,2640,1120,555000
3,3.25,5290,224442,4,11,4540,750,1.69E+06
1,2.25,2060,10600,3,7,1560,500,360000
3,1.5,1210,7247,4,7,1210,0,208000
5,3,2840,7199,3,7,1710,1130,292050
3,2.25,2780,6000,4,9,1670,1110,834500
4,3.5,2870,3225,3,9,2070,800,460000
3,2.5,1980,6922,5,8,1980,0,370000
3,2,1300,22605,3,7,1300,0,469000
3,1,1520,2500,3,8,1520,0,550000
3,2.25,3170,5000,5,10,2230,940,1.60E+06
4,2.5,2310,5100,3,9,2310,0,685000
2,1,880,2400,3,6,760,120,376000
4,2.25,2030,11585,4,7,1590,440,545000
4,2.5,2810,6146,3,9,2810,0,301000
2,1.75,1250,2890,4,7,790,460,450000
3,2.25,2280,200811,3,7,2280,0,410000
3,1.5,1300,3348,3,7,1300,0,435000
3,2,1390,8245,2,7,1390,0,204900
4,2.5,2820,33750,4,9,2820,0,369900
4,1.75,1440,6144,5,6,720,720,339888
3,2.25,2380,6000,5,9,1650,730,886000
4,2.25,2860,40284,3,10,2860,0,872000
5,3,2200,6380,3,7,1440,760,559900
5,3,2170,2440,4,8,1450,720,750500
3,1,1060,10050,4,7,1060,0,335000
3,1,1040,7500,4,6,1040,0,172500
3,2.5,2370,11172,3,9,2370,0,640000
3,2.5,1720,6200,3,7,1720,0,255000
3,3.25,2260,3727,3,8,1880,380,795000
4,3.25,4400,16625,3,11,4400,0,1.05E+06
4,3,2430,11670,4,7,1330,1100,518000
3,1.75,1740,9500,4,8,1150,590,585000
5,1,1340,11198,3,8,1340,0,345950
2,1,1000,5375,3,7,1000,0,420000
4,2.75,3555,6565,3,9,3555,0,895990
3,1.5,1760,6723,3,7,1160,600,470000
3,1.5,1320,1250,3,8,1320,0,580000
4,2.5,1984,32400,3,8,1564,420,380000
4,2.75,2500,5995,3,8,2500,0,350000
2,1,1000,16524,3,5,1000,0,115000
3,2.25,2190,7149,4,8,1240,950,539950
4,4,3770,8899,3,10,2940,830,1.10E+06
4,2.75,4030,10240,3,8,3310,720,835000
3,3,3180,2758,3,11,2240,940,1.33E+06
2,1,2160,12960,3,7,1360,800,305000
4,3.5,4230,20377,3,11,4230,0,2.08E+06
4,3.5,3510,9084,3,10,3510,0,695000
3,1.75,1880,8706,3,7,940,940,395900
6,3.5,4860,11793,3,11,3860,1000,1.07E+06
4,2.5,2780,6837,3,9,2780,0,1.09E+06
4,1.75,2510,5800,4,9,1830,680,880000
1,1.75,1010,10900,4,6,1010,0,283700
3,1.75,1620,7330,4,7,1090,530,459000
5,2,1760,21562,3,8,1560,200,647500
3,1.75,1720,7200,3,7,1420,300,622200
3,1.75,1890,7560,3,8,1430,460,475000
4,2.5,2660,5608,3,9,2660,0,729000
3,1,1080,10200,4,7,1080,0,207000
3,2,2080,7020,4,7,1040,1040,555000
2,1,1610,19965,3,7,1610,0,255000
3,1.5,2240,7227,3,9,1440,800,700000
3,1.5,1520,6805,4,7,1040,480,265000
4,2.5,2160,6223,3,8,2160,0,383000
5,2.75,2400,8050,3,8,2400,0,327000
2,1,1010,3885,4,7,1010,0,500000
4,2.5,2830,13760,3,8,2830,0,518000
4,1,1200,6000,3,6,1200,0,220000
3,2.5,1680,1620,3,9,1120,560,629950
3,2.75,2310,1850,3,10,2020,290,713000
2,1.75,1880,7208,3,7,940,940,340000
3,2.5,2360,8093,3,8,2360,0,339999
3,1.5,1470,14821,4,7,1470,0,264000
4,3.25,2760,4104,3,8,1900,860,641000
2,2,930,1662,3,7,670,260,368000
4,2.75,2470,7200,5,7,1350,1120,525000
3,2.25,2750,219542,3,7,1870,880,510000
4,2.25,2500,4046,4,7,1520,980,669500
3,2.5,2090,4590,3,7,2090,0,300000
3,1,1560,4500,3,7,1560,0,415000
3,1,1160,11776,3,7,1160,0,305000
3,1,1380,9875,3,7,1380,0,245000
3,1.5,1800,6250,3,8,1420,380,580000
4,2.5,1252,25002,3,8,992,260,352000
4,2.25,3300,15375,3,8,2820,480,1.25E+06
2,1,740,9003,3,5,740,0,157500
3,2.5,1510,1618,3,8,1330,180,453000
3,2.5,1340,3011,3,7,1340,0,230000
3,1.75,1490,8000,3,8,1490,0,275000
3,2.5,2280,10255,4,8,2280,0,380000
3,2.75,2610,5000,4,7,1710,900,608000
4,2.75,3010,3400,3,9,2240,770,925000
3,1,910,8658,3,7,910,0,306000
3,1.5,990,8925,4,7,990,0,158000
4,3.25,3730,4560,3,9,2760,970,595000
3,2,1640,7201,3,8,1640,0,405000
3,2.25,3360,7108,3,10,2770,590,2.19E+06
4,1,1730,36356,4,6,1730,0,319000
3,2.5,2420,11953,3,9,2420,0,570000
4,2.25,2670,9040,3,8,2170,500,339950
3,1.5,1410,8415,4,7,780,630,215000
3,2.25,1720,17235,4,7,1440,280,286900
3,2,2020,7260,3,7,1180,840,317000
3,2,1510,10827,3,7,1510,0,390000
5,2.75,2530,9375,5,7,1530,1000,355000
4,4,4000,9309,3,9,4000,0,688000
3,1,1700,4750,4,6,1200,500,570000
4,2.25,1860,7000,3,8,1120,740,239900
4,2,1530,5250,3,7,1110,420,381800
4,2.5,2240,5624,3,7,1520,720,469000
4,2.5,2110,10100,3,8,2110,0,981000
4,2.75,1500,7036,3,7,1060,440,262500
3,2,2390,6888,5,8,2390,0,1.10E+06
3,2.5,1650,1838,4,7,1270,380,453000
3,3,2500,8304,3,8,2500,0,364900
4,2.5,2340,8955,3,9,2340,0,645000
3,1.75,1220,7250,3,7,1220,0,251000
2,1,750,5534,3,7,750,0,325000
3,1,1030,10480,4,7,1030,0,397500
4,2,1400,3600,3,7,1100,300,485000
5,4,4500,8130,3,10,4500,0,750000
5,1.75,2000,8713,3,7,1000,1000,620000
4,2.5,2070,8685,3,7,2070,0,262000
3,2.25,2770,57745,3,8,2770,0,653000
3,1.75,1330,6301,3,7,1330,0,236000
3,1.75,1260,17000,3,7,1260,0,335000
2,1,840,12750,3,6,840,0,150000
3,1.5,1980,4000,3,8,1980,0,707000
4,3,1840,7510,5,8,1840,0,268000
3,2.5,2280,7417,3,8,2280,0,320000
3,3,1800,5000,3,8,1500,300,606400
4,2,1710,7455,3,7,1030,680,234000
3,3.5,4660,21164,3,12,4660,0,1.64E+06
2,1,800,8125,3,6,800,0,145000
4,2.25,1950,9800,3,8,1330,620,560000
5,2.25,3320,11350,5,8,1660,1660,989900
2,1,720,5820,5,6,720,0,350000
3,2.5,1920,4534,3,8,1920,0,475000
2,1,1180,7200,4,6,1180,0,336000
3,2.5,1470,1571,3,8,1180,290,420000
4,2.5,3910,8442,3,9,2710,1200,489000
4,2,1780,5336,5,6,930,850,315000
3,2,1420,16000,3,7,1420,0,324450
3,2,1970,3420,5,8,1970,0,812000
3,2.25,1830,13477,4,7,1170,660,439000
3,2,1350,8587,3,7,1350,0,244000
4,3,3040,11651,3,10,3040,0,691000
2,1.5,1480,15641,4,7,1480,0,490000
2,2,1690,4200,3,7,1690,0,462500
3,1.5,2240,3800,3,8,1370,870,510000
3,3,1280,1085,3,8,1280,0,533000
2,1,910,9753,3,5,910,0,85000
3,2.25,1740,9682,5,8,1740,0,425000
3,2.5,2040,14071,3,7,2040,0,330000
3,2.5,1880,5502,3,8,1880,0,485000
3,2.5,1710,4920,3,7,1710,0,415000
3,1.75,1820,9875,4,8,1820,0,539950
3,3,2780,6000,3,9,2780,0,594866
2,1,1050,9000,4,7,1050,0,219000
3,2.75,3290,11441,4,10,3290,0,515000
3,2.5,1740,30886,3,8,1740,0,379000
2,1.75,1700,5000,3,6,850,850,511718
3,2.5,1980,13964,5,7,1980,0,760000
4,1.5,2340,5000,3,8,2100,240,730000
3,2.5,1820,16300,4,7,1220,600,453000
4,2.5,3020,4950,4,9,2020,1000,975000
3,2.25,1430,4777,3,7,1430,0,355000
2,1,1600,8961,4,7,1390,210,218500
3,2.25,2270,8876,3,7,1380,890,332000
3,2.5,2570,3600,3,9,2570,0,680000
4,1,1440,7215,3,7,1440,0,355000
3,3,2350,1620,3,9,1560,790,1.20E+06
5,2.5,2620,8050,3,8,1520,1100,550120
4,1.5,2130,8800,3,7,1100,1030,260000
2,1,940,4264,5,7,940,0,416000
2,1,890,7250,3,7,890,0,285000
3,2.5,1910,3075,3,8,1910,0,595000
4,3.25,2630,2550,3,10,2030,600,855000
3,0.75,1040,15000,3,6,1040,0,230000
3,2.5,1740,13750,4,9,1740,0,645000
3,4,1390,1569,3,9,1150,240,458000
5,3.25,4300,9270,3,10,2910,1390,1.40E+06
3,2.5,2610,7301,3,8,2610,0,575000
3,2.25,2210,5742,3,8,1460,750,590000
3,2.75,3176,13391,4,9,2726,450,819000
4,2.25,2160,9525,3,8,1080,1080,750000
4,2.5,3830,13800,4,9,2030,1800,1.10E+06
3,2.5,1950,4345,3,7,1950,0,425000
3,3.5,4380,6350,3,8,2780,1600,740500
4,2.75,2310,5650,3,8,1330,980,450000
4,2.25,2010,7575,3,7,1220,790,440000
3,2.25,2610,3357,4,7,1980,630,1.05E+06
4,2.75,2390,6979,3,8,2390,0,625000
3,1,1400,7066,3,8,1400,0,349950
5,3.5,3430,6872,3,10,2830,600,473000
3,3.5,1690,1765,3,8,1370,320,622000
3,2,2250,8000,4,9,2250,0,998800
3,1,1000,9170,3,7,1000,0,329950
2,1,800,5080,3,7,800,0,404500
4,2.5,2650,8685,3,9,2650,0,424000
3,2.25,1400,1078,3,8,940,460,430100
3,1,1530,2400,4,7,890,640,575000
3,1.75,1520,7137,3,5,1520,0,198500
3,1.75,1560,10919,3,7,1560,0,236000
3,1,1680,7910,3,7,1680,0,599950
3,1.5,1860,9003,3,7,1490,370,415000
2,2,1430,3880,4,7,1430,0,545000
3,1.5,1430,11173,1,7,1430,0,380000
3,1.75,1590,2500,4,7,1190,400,556000
4,2.75,1690,6090,3,7,1400,290,550000
4,2.75,2100,4480,4,7,1780,320,679000
4,2.5,2420,5244,3,9,2420,0,449950
3,2.75,3400,7200,3,9,2470,930,530000
4,4,4360,12081,3,10,4360,0,1.98E+06
3,2.5,3520,237402,3,9,3520,0,905000
3,1,960,9624,3,7,960,0,234000
2,2,1540,6804,5,7,1020,520,582500
3,2.25,2110,8000,3,8,2110,0,385000
3,1.5,1240,1221,3,8,1050,190,320000
3,2.5,2010,57934,3,7,2010,0,495500
4,2.75,2414,7693,3,8,2414,0,292000
4,2.75,3010,7427,3,8,3010,0,800000
4,1.5,1850,7547,4,7,1850,0,245000
4,2.25,2190,9020,3,8,2190,0,320000
4,1.75,2230,7957,4,7,2230,0,537000
2,1,1010,3400,3,7,1010,0,470450
3,2.25,1600,39848,4,8,1600,0,380000
4,2.25,1720,7803,3,8,1350,370,336750
4,2.5,2660,22050,3,9,2660,0,629000
3,1.75,1397,18000,3,7,1397,0,257000
5,2.5,2920,5568,3,8,2320,600,875000
5,2.25,2640,14959,4,7,1770,870,1.40E+06
0,2.5,1490,7111,3,7,1490,0,320000
4,2.25,2130,8640,3,7,1430,700,530000
1,1,540,10125,3,5,540,0,345000
2,2.25,3950,3938,3,10,2910,1040,1.31E+06
3,2,2064,46173,5,7,2064,0,567035
4,3.25,2885,33671,4,8,2885,0,605000
4,2.75,3320,5559,3,9,3320,0,850000
3,2.5,1880,5290,3,8,1250,630,355000
3,1,1290,6380,3,7,1290,0,790000
4,2.5,2650,12001,4,9,2650,0,870000
3,2.5,1670,5146,3,8,1670,0,540000
3,1.75,1630,1404,3,8,1020,610,540000
4,2.25,2190,3746,3,8,2190,0,294000
4,2.5,2460,4425,3,8,2460,0,693000
4,2.75,2470,5500,3,9,1570,900,1.21E+06
4,3.5,4370,37193,3,8,2780,1590,473000
3,1,860,7632,3,6,860,0,278000
3,2.25,2680,175982,3,9,2680,0,635000
4,1.75,1360,7700,4,7,1360,0,260000
4,2.5,3420,6845,3,9,3420,0,757500
4,2.25,2630,4000,5,9,1810,820,1.05E+06
3,3,1880,2200,3,8,1520,360,630000
4,2.25,2310,36136,4,9,2310,0,760500
3,1.75,1720,5899,3,8,1220,500,514000
3,1.75,1850,6000,3,8,1650,200,819000
3,2.5,1510,1178,3,8,1060,450,515000
4,2.5,2570,11473,3,8,2570,0,356500
4,1.5,2130,5000,4,8,2130,0,749000
3,2,1900,8002,3,7,1900,0,252500
4,2.25,1790,7311,3,7,1790,0,402000
4,2,2210,5572,3,7,1760,450,510000
4,2.5,2090,7434,3,7,1090,1000,325000
4,1.5,1850,3600,3,8,1660,190,920000
3,2.5,2120,4310,3,7,2120,0,559950
5,2.75,3150,7119,3,9,3150,0,819900
3,1,990,8012,4,7,990,0,225000
2,1,1470,5400,3,8,1470,0,865000
3,1.75,1680,3420,3,7,960,720,526000
4,3.5,3120,5086,3,9,2480,640,953007
4,2.5,2700,6515,3,9,2700,0,426500
3,2.25,2010,4400,3,7,2010,0,350000
5,2.5,3100,10189,3,8,3100,0,540000
5,2.5,2380,91476,4,8,1580,800,529000
3,2.25,2890,5000,3,9,2890,0,930000
3,1.75,1220,1450,3,6,620,600,385000
3,1.75,1540,13002,2,8,1200,340,492450
2,2.75,730,5000,3,7,730,0,464000
4,1.75,3220,7392,4,8,2010,1210,485000
3,1.75,1730,9334,3,8,1220,510,499990
2,1.75,1620,113862,3,7,1620,0,439000
3,2,1630,7800,5,7,1630,0,376500
4,1.75,1980,7840,4,7,990,990,416000
3,2,3030,9374,4,7,2100,930,590000
4,2.5,2910,5776,3,8,2910,0,589000
4,2.5,2330,7064,4,8,1780,550,595000
4,1.75,1870,5200,4,7,1200,670,594000
2,2.25,1610,1968,4,7,1610,0,293000
4,2.25,3260,4640,5,9,2360,900,1.33E+06
3,2.5,1810,7200,5,7,1310,500,827500
2,1,820,6400,4,7,820,0,361280
3,2,1240,12285,3,7,620,620,248500
3,2.5,1740,4960,3,8,1740,0,477000
2,1,840,6720,3,7,840,0,355000
3,2,1170,5360,3,6,1170,0,335000
2,2.25,1350,1493,3,8,1050,300,395000
3,2.5,2120,3600,3,9,2120,0,680000
4,3.75,4130,12320,3,11,4130,0,1.07E+06
3,1.75,1920,7400,4,8,1260,660,605000
2,2,1180,9265,3,7,1180,0,257500
3,2.75,2480,209199,3,8,1870,610,408506
4,4.5,3130,5126,3,10,2450,680,1.33E+06
4,1.5,2040,8800,4,7,1020,1020,510000
4,2.5,3280,209088,3,10,3280,0,925000
2,1,740,5000,4,6,740,0,255000
3,1,940,5650,3,6,940,0,260000
4,3.25,3080,4120,3,9,2380,700,1.28E+06
3,2.5,2000,8424,4,7,1300,700,470000
4,2.5,2980,4930,3,9,2890,90,750000
0,0,3064,4764,3,7,3064,0,1.10E+06
4,2,1930,6600,4,7,1030,900,268000
3,2.25,2520,6690,5,8,1700,820,835000
2,1,920,5029,4,7,920,0,600000
4,1,1480,8321,3,7,1080,400,425000
2,1.75,1480,4000,4,6,740,740,409000
5,3.25,4110,7920,3,9,3150,960,1.88E+06
3,1,1720,9830,4,7,1720,0,950000
3,1,960,9563,5,7,960,0,215000
4,2.5,3180,21904,3,9,3180,0,736500
3,1.75,1930,7210,3,7,1110,820,434500
5,2.5,2860,68519,5,8,2860,0,670000
3,2.5,1590,1431,3,8,1060,530,480000
4,3.5,3370,5000,3,8,2470,900,900000
3,2.5,1800,8518,3,7,1800,0,325000
4,2.75,2475,4000,3,7,2475,0,329900
3,2,1890,12017,3,8,1890,0,1.43E+06
3,2.5,2410,9916,4,10,2410,0,700000
2,1,1140,5400,5,7,1140,0,549000
3,1,1030,7200,3,6,880,150,335000
3,1.75,1160,6120,3,7,1040,120,450000
4,2.5,3170,47502,3,10,3170,0,1.04E+06
2,1,930,3100,3,6,930,0,390000
5,2.75,3010,12611,3,10,3010,0,837700
2,1.75,1660,11747,3,7,830,830,452000
5,4.5,4440,9784,3,10,4440,0,600000
3,1,1070,9497,3,7,1070,0,315000
4,2,2050,4000,5,7,1210,840,495000
3,2.25,1720,9435,4,7,1220,500,210000
1,1,680,1638,1,6,680,0,252000
3,1.75,1680,4240,4,7,1680,0,540000
3,2.5,1920,144619,3,8,1920,0,465000
4,2.25,2390,11250,3,9,2390,0,359500
3,2,1270,6760,5,7,1270,0,386100
3,2.5,2780,275033,3,10,2780,0,950000
4,4,2680,6000,3,7,1380,1300,777000
4,3,3720,14125,4,9,1930,1790,875000
3,2,1824,7120,3,9,1824,0,375900
3,2.5,2160,6000,4,8,1880,280,990000
4,2.75,2720,6427,3,8,1650,1070,469950
4,2.25,2350,10664,2,7,1510,840,800000
3,1.75,1700,8432,3,8,1230,470,475000
3,2.25,1440,10500,3,8,1130,310,246000
2,1.75,1340,1050,3,8,1340,0,360000
5,2.75,2520,4643,4,8,2120,400,1.10E+06
2,1,1450,9150,4,7,1450,0,355000
3,2.25,2180,6850,3,7,1750,430,455000
4,2.75,2030,56192,3,8,1550,480,440000
3,1.75,1520,9605,3,7,1520,0,530000
2,1,1060,6120,3,7,1060,0,826000
3,1.75,1470,6018,3,8,1470,0,479000
4,2.5,2700,37431,4,8,1600,1100,680000
3,3.25,3130,28001,3,9,2210,920,595000
4,2.5,2570,7221,4,8,1570,1000,626000
2,1,2180,9300,4,7,1090,1090,490000
4,2.5,4570,16015,3,11,4570,0,1.06E+06
3,2.25,2430,8327,4,9,1430,1000,690000
5,2.25,2370,15512,4,9,2370,0,913888
4,2,2090,40419,4,7,2090,0,460000
4,1.75,1870,8663,5,7,1870,0,460000
4,2.5,2500,5831,3,8,2500,0,350000
5,2.75,3220,8160,3,9,3220,0,384000
3,1,1390,21262,3,7,1390,0,199000
4,2.75,2320,4344,3,8,2320,0,449950
3,2,1460,3600,3,7,1460,0,591000
3,3.25,1510,1850,3,8,1230,280,465000
3,2.75,3180,3680,4,9,2190,990,850000
3,1.5,2220,4830,3,9,1790,430,1.10E+06
3,3,1820,4300,4,8,1620,200,775000
4,2.5,2310,7800,3,8,2310,0,375000
2,1,1220,5040,3,7,1220,0,555950
3,3.5,2100,2479,3,9,1450,650,555000
4,2.5,3220,35400,3,9,3220,0,690000
4,2,1790,7800,5,8,1790,0,570000
3,1,1200,6561,3,6,1200,0,263700
3,1.5,2000,7350,3,8,2000,0,560000
4,1.75,3000,42200,3,7,1500,1500,585000
4,2.75,2240,27820,4,8,2240,0,580379
3,2.5,1600,6510,3,7,940,660,439500
3,2.75,2220,5000,3,7,2220,0,400000
2,1,980,3800,3,7,980,0,390000
3,1.75,1120,10187,3,7,1120,0,240415
5,3,3040,6604,3,9,3040,0,538900
4,1.5,1130,7840,4,7,1130,0,210000
3,2.75,2670,4800,3,8,2670,0,408000
4,1.75,1570,3250,5,8,1570,0,535000
4,2,2760,21465,4,9,2120,640,459950
4,2.5,2120,57050,3,9,2120,0,475000
4,2,1980,15354,3,7,1980,0,395000
5,3.5,2390,6600,5,7,2390,0,267500
5,3.5,2980,5809,3,8,2980,0,750000
3,1.75,1960,43995,3,7,1960,0,480000
2,1,700,3000,4,6,700,0,310000
4,2.5,3140,14421,3,10,3140,0,780000
5,3.5,4510,16305,3,10,2820,1690,960000
4,3.75,2690,4000,4,9,2120,570,800000
3,1.75,2040,22693,4,8,2040,0,355000
3,1.75,1650,10250,5,8,1650,0,710000
4,1,1350,3333,3,7,1350,0,429000
2,1.5,1295,1093,3,9,1105,190,487028
4,2.25,2290,5350,4,9,2120,170,975000
4,1.75,1630,3000,3,7,930,700,313000
5,3.75,6810,7500,3,13,6110,700,2.48E+06
4,2.5,2500,10215,3,9,2500,0,635000
